Counter,InCukes,Order-current,Family-current,Subfamily,Genus-orig,Subgenus-orig,Species-orig,Region: type,other regions,Not Description,Author,Year,ref,Genus-current,Subgenus-current,species-current,ESU,Comment on sp,ZooBank LSID,Available?,Valid?,Status (WoRMS),UnacceptedReason,InUse,Have/seq'd,Known from,NotValidorAvailRef,ValRef,synonymy by,generic reassignement,other refs,Have description?,Checked?,Notes-keep,Notes,pp.,fig.,type loc,Depth,Depth_2,unit,Type type,Repository,Cat No,type notes,Museum,Type of type,Catalog number,Source,Range,RangeSource,Depthrange1,Depthrange2,Depthunits,Depthsource,Smiley_old_AuthorityAndDate,Notes: ,"from Smiley-Pawson, extracted automatically by Alex 2006, getting edited by me in temporal order"
647,yes,Dendrochirotida,Cucumariidae,,Pseudocucumis,,intercedens,,,,Lampert,1885,1885a,Mensamaria,,intercedens,,,,yes,yes,accepted,,yes,,,,"Heding & Panning, 1954",,"Clark, 1946",,pdf,yes,,,254-255,"fig 54, fig A",unknown,,,,,Berl. Mus.,,,,,,,,,,,,,"Lampert, 1885",,
755,no,Dendrochirotida,Cucumariidae,,Cucumaria,,bicolor,IWP,,,Bell,1887,1887a,Mensamaria,,intercedens,,,,yes,no,unaccepted,,no,,,,,Heding & Panning 1954a,,,xerox,yes,,,532,"pl. 45, fig. 2","King Sound, W Australia",not given,,,syntypes,,,,,,,,,,,,,,"Bell, 1887",,
1327,no,Dendrochirotida,Cucumariidae,,Pseudocucumis,,niger,IWP,,,Sluiter,1914,1914a,Mensamaria,,intercedens,,,,yes,no,unaccepted,,no,,,,,Heding & Panning 1954a,,,pdf,yes,,,13-15,fig 4 a-b,6°13' S.B. 107°47.5' OL.,13,15,meters,holotype,,,,Zoologisch Museum Amsterdam,holotype,ZMA.E2189,"Jangoux, 1991",,,,,,,,,
1337,no,Dendrochirotida,Cucumariidae,,Cucumaria,,striata,temp Aust,,,Joshua & Creed,1915,1915a,Mensamaria,,intercedens,,,,yes,no,unaccepted,,no,,,,,Rowe & Gates 1995,,,pdf,yes,,,18,"pl. 3, fig. 2",Great Australian Bight,,,,syntypes,"South Australian Museum, Adelaide",,,,,,,,,,,,,"Joshua & Creed, 1915",,
1414,no,Dendrochirotida,Cucumariidae,,Pseudocucumis,,eurystichus,IWP,,,Clark,1921,1921a,Mensamaria,,intercedens,,,,yes,no,unaccepted,,no,,,,,Heding & Panning 1954a,,,original,yes,,,169-170,"pl 37, fig 9-19","SW of Friday Island, Torres Strait",,,,holotype,,,,MCZ,holotype,1004,,,,,,,,,,
2220,yes,Dendrochirotida,Cucumariidae,,Microchoerus,,splendidus,Antarctic,,,Gutt,1990,1990b,Microchoerus,,splendidus,,,,yes,yes,accepted,,yes,,,,O'Loughlin et al 2011b,,,,pdf,yes,,,107-109,"fig 8-11, tab 3","Weddell Sea, 70°27'S 08°40'W",340,,meters,holotype,"Zoological Institute and Museum, University of Hamburg",E-7135 ZIM,,,,,,,,,,,,,,
2362,yes,Dendrochirotida,Cucumariidae,,Neoamphicyclus,,altoffi,temp Aust,,,O'Loughlin,2007,2007a,Neoamphicyclus,,altoffi,,,,yes,yes,accepted,,,,,,post 2000,,,,pdf,yes,,,25-26,"fig 1c-d, 2c, 4b-c","Western Australia, Fremantle, Hall Bank",0,59,m,holotype,Western Australia Museum,WAM Z279-92,,,,,,,,,,,,,,
2136,yes,Dendrochirotida,Cucumariidae,,Cucumella,,indonesiae,IWP,,,Massin,1987,1987a,Neoamphicyclus,,indonesiae,,,,yes,yes,accepted,,,,,,,,Thandar & Arumugam 2011a,,RP,yes,,,105-106,fig 7,"Snellius-II Station 4056, coast NE of Sumba, E of Melolo, 9°54'S, 120°44'E",125,,meters,holotype,RMNH,,,,,,,,,,,,,,,
1893,yes,Dendrochirotida,Cucumariidae,,Neoamphicyclus,,lividus,SAfr,,,Hickman,1962,1962a,Neoamphicyclus,,lividus,,,,yes,yes,accepted,,yes,,,,O'Loughlin & O'Hara 1992a,,,,pdf,yes,,,58,"pl. 1, fig. 5; text-fig 53-63","Tasmania, various sites",low intertidal,,,syntypes,,,,,,,,,,,,,,"Hickman, 1962",,
2363,yes,Dendrochirotida,Cucumariidae,,Neoamphicyclus,,materiae,temp Aust,,,O'Loughlin,2007,2007a,Neoamphicyclus,,materiae,,,,yes,yes,accepted,,,,,,post 2000,,,,pdf,yes,,,27,"fig 1e, 2e, 4d","Victoria, Flinders ocean platforms, E of Mushroom Reef, shallow sublittoral, under rocks and on algae",0,7,m,holotype,Museum Victoria,NMV F132722,,,,,,,,,,,,,,
1317,yes,Dendrochirotida,Cucumariidae,,Cucumaria,,mutans,temp Aust,,,Joshua,1914,1914a,Neoamphicyclus,,mutans,,,,yes,yes,accepted,,yes,,,,"O'Loughlin, 2007a",,"O'Loughlin, 2007a",,pdf,yes,,previously Cucumella mutans,4,"pl I, fig 1a-d",Western Port (Port Phillip Bay; Westernport Bay; Victorian Coast line),,,,Lectotype,Museum Victoria,NMV F45138,"designated by O'Loughlin, 2007a",,,,,,,,,,,"Joshua, 1914",,
1810,yes,Dendrochirotida,Cucumariidae,,Cucumella,,problematica,WP-N,,,Heding & Panning,1954,1954a,Neoamphicyclus,,problematica,,,,yes,yes,accepted,,,,,,,,Thandar & Arumugam 2011a,,xerox,yes,,,68-69,fig 18,"Hirado Strasse, 33°10'NB 129°18'ÖL",40,,fathoms,holotype,,,,,,,,,,,,,,"Heding & Panning, 1954",,
2238,yes,Dendrochirotida,Cucumariidae,,Neocnus,,bimarsupiis,temp Aust,,,O'Loughlin & O'Hara,1992,1992a,Neocnus,,bimarsupiis,,,,yes,yes,accepted,,yes,,,,"Rowe & Gates, 1995",,,,pdf,yes,,genus is jr homonym,234-236,"pl 1c, 2h, fig 3","Victoria, Apollo Bay, Marengo, Hayley Point, just below low tide level",0,6,meters,holotype,,NMV F54238,,,,,,,,,,,,not in Smiley,,
1995,yes,Dendrochirotida,Cucumariidae,,Neocnus,,incubans,EA-Med,,,Cherbonnier,1972,1972a,Neocnus,,incubans,,,,yes,yes,accepted,,,,,,,,,,pdf,yes,,discussed by Alva & Jangoux 1991; genus is junior homonym,225-227,figs. A-Q,"small bay west of Bizerte, Tunisia in Cystoseira algae; also Pantellaria Island",1,,meter,syntypes,,,,,,,,,,,,,,"Cherbonnier, 1972",,
1162,yes,Dendrochirotida,Cucumariidae,,Pseudocucumis,,bicolumnatus,NZ,,,Dendy & Hindle,1907,1907a,Neocucumella,,bicolumnata,,,,yes,yes,accepted,,yes,,,,Pawson 1970a,,,,pdf,yes,,,106-108,"pl 11, fig 6, 6a; pl 12, fig 13-14",Dunedin,,,,holotype,,,,,,,,,,,,,,"Dendy & Hindle, 1907",,
2239,yes,Dendrochirotida,Cucumariidae,,Neocucumella,,fracta,temp Aust,,,O'Loughlin & O'Hara,1992,1992a,Neocucumella,,fracta,,,,yes,yes,accepted,,yes,,,,"Rowe & Gates, 1995",,,,pdf,yes,,,250-252,"pl 2d, 10g-j, fig 8e-l","South Australia, Spencer Gulf, Point Lowly, 33°01'S 137°48'E",22,,meters,holotype,,SAM K1797,,,,,,,,,,,,not in Smiley,,
2364,yes,Dendrochirotida,Cucumariidae,,Neocucumella,,turnerae,temp Aust,,,O'Loughlin,2007,2007a,Neocucumella,,turnerae,,,,yes,yes,accepted,,yes,,,,post 2000,,,,pdf,yes,,,29,"fig 1f, 2b, 4f","SE Tasmania, Derwent Estuary, Blackmans Bay, on beach after storm",0,110,m,holotype,Tasmania Museum and Art Gallery,TM H3295,,,,,,,,,,,,,,
1599,yes,Dendrochirotida,Cucumariidae,,Euthyonidiella,,atlantica,EA,,,Ludwig & Heding,1935,1935a,Neocucumis,,atlanticus,,,,yes,yes,accepted,,yes,,,,Rajpal & Thandar 1998a,,"Cherbonnier, 1984c",,xerox,yes,,,212-213,"pl II, fig 50-64","with Cape Bojador, 26°17'N 14°43'W, Station 28",146,,meters,holotype,,,,,,,,,,,,,,"Ludwig & Heding, 1935",,
2240,yes,Dendrochirotida,Cucumariidae,,Neocucumis,,cauda,temp Aust,,,O'Loughlin & O'Hara,1992,1992a,Neocucumis,,cauda,,,,yes,yes,accepted,,yes,,,,Rajpal & Thandar 1998a,,,,pdf,yes,,,248-250,"pl 2c, 10a-f, fig 8a-d","Victoria, 19 km S of Lakes Entrance, fine sand/shell substrate, 38°04'S 148°00'E",28,,meters,holotype,,NMV F57952,,,,,,,,,,,,not in Smiley,,
1813,yes,Dendrochirotida,Cucumariidae,,Neocucumis,,doelahensis,IWP,,,Heding & Panning,1954,1954a,Neocucumis,,doelahensis,,,,yes,yes,accepted,,yes,,,,Rajpal & Thandar 1998a,,,,xerox,yes,,,82-83,fig 25,"outside Doelah, sand",50,,meters,syntypes,,,,,,,,,,,,,,"Heding & Panning, 1954",,
2280,yes,Dendrochirotida,Cucumariidae,,Neocucumis,,kilburni,SAfr,,,Rajpal & Thandar,1998,1998a,Neocucumis,,kilburni,,,,yes,yes,accepted,,,,,,post 1990,,,,pdf,yes,,,196-199,fig. 1-2,"Sheffield, KwaZulu-Natal, South Africa (29o32'S, 31o20'E)",50,,m,holotype,"South African Museum, Cape Town",SAM-A27726,,,,,,,,,,,,,,
497,yes,Dendrochirotida,Cucumariidae,,Cucumaria,,Marionii,EA-Med,,,Marenzeller von,1877,1877a,Neocucumis,,marionii,,,,yes,yes,accepted,,yes,,,,Rajpal & Thandar 1998a,,"Heding & Panning, 1954",,pdf,yes,original spelling is marionii,also attributed to von Marenzeller 1871 by S&P - typo?,117-118,"pl 5, fig 1","Marseille, Schlammgrund",108,,meters,holotype,Vienna Museum,11484,type info from Jangoux & deRidder 1990,Vienna Museum,holotype,11484,"Jangoux & deRidder, 1990",,,,,,,"von Marenzeller, 1877",,
1814,yes,Dendrochirotida,Cucumariidae,,Neocucumis,,panamensis,EP,,,Heding & Panning,1954,1954a,Neocucumis,,panamensis,,,,yes,yes,accepted,,yes,,,,Alvarado et al 2010,,,,xerox,yes,,,78-79,fig 22,"Taboga, Panama, on the coast under rocks",,,,syntypes,,,,,,,,,,,,,,"Heding & Panning, 1954",,
1367,yes,Dendrochirotida,Cucumariidae,,Pseudocucumis,,sagamiensis,WP-N,,,Ohshima,1915,1915a,Neocucumis,,sagamiensis,,,,yes,yes,accepted,,yes,,,,Rajpal & Thandar 1998a,,"Heding & Panning, 1954",,RP,yes,,,274-275,"pl 10, fig 26 a-b","Albatross Station 5088, Sagami Sea",,,,holotype,TIU,USNM 34177,"lot also found in TIU, but only labels with specimen lost (Inoue et al 2012a) “type specimens of most of the new species described by Ohshima … 1915 are no longer in existence; a few survive, and are deposited in ,,, NMNH) – Liao et al 2007: 37” see O’Loughlin & Ahearn 2005",USNM,holotype,34177,,,,,,,,"Ohshima, 1915",,
988,yes,Dendrochirotida,Cucumariidae,,Cucumaria,,sordidata,IWP,,,Sluiter,1901,1901a,Neocucumis,,sordidatus,,,,yes,yes,accepted,,yes,,,,Rajpal & Thandar 1998a,,"Heding & Panning, 1954",,pdf,yes,,,83-84,"pl. 7, fig. 16","Siboga St. 105, 6o8'N, 121o19'E",275,,m,holotype,,,1 specimen,Zoologisch Museum Amsterdam,holotype,ZMA.E1115,"Jangoux, 1991",,,,,,,"Sluiter, 1901",,
1701,yes,Dendrochirotida,Cucumariidae,,Euthyonidium,,veleronis,EP,,,Deichmann,1941,1941a,Neocucumis,,veleronis,,,,yes,yes,accepted,,yes,,,,Alvarado et al 2010,,"Heding & Panning, 1954",,original,yes,,,126-127,"pl 24, fig 8-11","Costa Rica, Playa Blanca, shale beach between sand beach and rock reef, shore, Station 465-35",,,,holotype,,,,,,,,,,,,,,"Deichmann, 1941",,
1369,yes,Dendrochirotida,Cucumariidae,,Pseudocucumis,,watasei,WP-N,,,Ohshima,1915,1915a,Neocucumis,,watasei,,,,yes,yes,accepted,,yes,,,,Rajpal & Thandar 1998a,,,,RP,yes,,,273-274,"pl 10, fig 25 a-b","Albatross Station 5069, Suruga Bay",,,,syntypes,TIU,USNM 34176,"dried specimens also found in TIU (Inoue et al 2012a) “type specimens of most of the new species described by Ohshima … 1915 are no longer in existence; a few survive, and are deposited in ,,, NMNH) – Liao et al 2007: 37” see O’Loughlin & Ahearn 2005",USNM,syntype,34176,,,,,,,,"Ohshima, 1915",,
2171,yes,Dendrochirotida,Cucumariidae,,Ocnus,,amiculus,IWP,,,Cherbonnier,1988,1988a,Ocnus,,amiculus,,,,yes,yes,accepted,,,,,,post 1980,,,,"pdf, scan",yes,,,172-173,fig 72 a-o,"Madagascar, Tulear",,,,holotype,MNHN,,,,,,,,,,,,,,,
415,yes,Dendrochirotida,Cucumariidae,,Thyone,Sclerodactyla,Braziliensis,WA,,,Verrill,1868,1868a,Ocnus,,braziliensis,,,,yes,yes,accepted,,yes,,,,,,Hendler et al 1995,,pdf,yes,,allied to S. briareus in description and to Ocnus suspectus in Hendler et al 1995,370-371,"pl. 4, fig. 8","Abrolhos and elsewhere, Brazil",tide pools and reef,,,syntypes,,,,,,,,,,,,,,"Verrill, 1871",,
150,no,Dendrochirotida,Cucumariidae,,Holothuria,,brunnea,EA-N,,,Forbes in Thompson,1840,1840a,Ocnus,,brunneus,,,,yes,no,accepted,,yes,,,,"McKenzie,1984a",,,,pdf image for now,yes,"attributed by Thompson to Forbes MS, described with Forbes description in footnote; junior homonym of H. brunnea Chamisso & Eysenhardt, 1821; sometimes synonymized with Ocnus planci, but considered distinct by McKenzie (1984) who established neotype",cited w/ description and figure in Forbes 1841 in Ocnus as O. brunneus,100,none,Strangford Lough,15,25,m,neotype,BMNH,BM(NH) reg. no. 1982.7.29.1,neotype designated by McKenzie; type locality based on neotype,,,,,,,,,,,"Thomson, 1840",,
688,yes,Dendrochirotida,Cucumariidae,,Cucumaria,,capensis,SAfr,,,Théel,1886,1886a,Ocnus,,capensis,,,,yes,yes,accepted,,yes,,,,,,Thandar 1991a,,pdf,yes,,info from Thandar 2008,62-64,"pl. 5, fig. 2","Challenger Station 141, S Africa, Off Cape of Good Hope, 34o 41'S, 18o 36' E'; Challenger Station 142, 35°4'S 18°37'E",180 & 150,,m & fathoms,,NHML,,,,,,,,,,,,,"Théel, 1886a",,
1190,no,Dendrochirotida,Cucumariidae,,Cucumaria,,tegulata,WP-N,,,Augustin,1908,1908a,Ocnus,,capensis,,,,yes,no,unaccepted,,no,,,,,Ohshima 1915a,,,xerox,yes,"not treated in Thandar 1991a, but considered as distinct but close to capensis by Cherbonnier 1952a","had as syn of Pseudocnella sykion, probably from S&P",24-25,text fig 16-17,Uraga Channel,180,,meters,holotype,ZSM,,see Jangoux et al 1987a,Munich Museum,holotype,64/1,"Jangoux et al., 1987",,,,,,,"Augustin, 1908",,
1285,no,Dendrochirotida,Cucumariidae,,Cucumaria,,capensis var. parva,WP-N,,,Mitsukuri,1912,1912a,Ocnus,,capensis,,,,yes,no,unaccepted,,no,,,,,,,,xerox,yes,,,233-235,"pl 8, fig 74; text fig 45","Jogashima, Misaki & Moroiso, Misaki",3,4,fathoms,syntypes,TIU,,type listed by Inoue et al 2012a,,,,,,,,,,,,,
1965,no,Dendrochirotida,Cucumariidae,,Pentacta,,squamosa,SAfr,,,Cherbonnier,1970,1970b,Ocnus,,capensis,,,,yes,no,unaccepted,,no,,,,,Thandar 1991a,,,pdf,yes,,,280-282,"fig 1, A-M","WCD, 4 G,West coast of South Africa, 34°08'S 18°14'E",110,,meters,holotype,,,,,,,,,,,,,,"Cherbonnier, 1970",,
978,yes,Dendrochirotida,Cucumariidae,,Cucumaria,,cataphracta,IWP,,,Sluiter,1901,1901a,Ocnus,,cataphractus,,,,yes,yes,accepted,,,,,,,,,,pdf,yes,,,82-83,"pl. 7, fig. 14","Siboga St. 61, Lamakera",20,,m,syntypes,,,5 specimens,Zoologisch Museum Amsterdam; MCZ,syntypes; syntype,"ZMA.E1106; 348, 1865","Jangoux, 1991",,,,,,,"Sluiter, 1901",,
1776,yes,Dendrochirotida,Cucumariidae,,Cucumaria,,corbula,SAfr,,,Cherbonnier,1953,1953b,Ocnus,,corbulus,,,,yes,yes,accepted,,yes,,,,,,Thandar 1991a,,pdf,yes,,,594-596,"fig I, 1-23","Oatland Point, South Africa",0,3,meters,holotype,Université de Cape-Town,FAL 158 G,,,,,,,,,,,,"Cherbonnier, 1953",,
323,yes,Dendrochirotida,Cucumariidae,,Cucumaria,,cylindrica,IWP,,,Semper,1867,1868a,Ocnus,,cylindricus,,,,yes,yes,accepted,,,,,,,,Cherbonnier 1988a,,xerox,yes,,not in S&P,53-54,"pl. 15, fig. 10",Isle de France (Reunion?),,,,,Berlin Museum,,,,,,,,,,,,,,,
2027,yes,Dendrochirotida,Cucumariidae,,Ocnus,,diomedeae,WA-N,,,Pawson,1976,1976b,Ocnus,,diomedeae,,,,yes,yes,accepted,,,,,,,,,,RP,yes,,,406-408,fig 1 A-E,"Albatross IV cruise 66-9, station 1004, 42deg11'N 65deg50'W",247,,m,holotype,USNM,USNM E15906,,USNM,holotype,E 15906,,,,,,,,"Pawson, 1976",,
508,yes,Dendrochirotida,Cucumariidae,,Cucumaria,,glacialis,EA-N,,,Ljungman,1879,1879a,Ocnus,,glacialis,,,,yes,yes,accepted,,,,,,Madsen & Hansen 1994a,,,,pdf,yes,,,128-129,,"Whalers Point, Spitsbergen",20,30,fathoms?,syntypes,SMNH,"SMNH-Type-4327, 4328",type info from Stohr 2001a,,,,,,,,,,,"Ljungman, 1879",,
543,yes,Dendrochirotida,Cucumariidae,,Ocnus,,javanicus,IWP,,,Sluiter,1880,1880a,Ocnus,,javanicus,,,,yes,yes,accepted,,,,,,,,,,pdf,yes,,,341-344,pl. 4,NW coast of Java,2,6,faden,,,,,Zoologisch Museum Amsterdam,syntypes,"ZMA.E2179/1, ZMA.E2179/2","Jangoux, 1991",,,,,,,"Sluiter, 1881",,
149,yes,Dendrochirotida,Cucumariidae,,Holothuria,,lactea,EA-N,,,Forbes & Goodsir,1839,1839a,Ocnus,,lacteus,,,,yes,yes,accepted,,yes,,,,"McKenzie 1984a, Madsen & Hansen 1994a",,,,xerox,yes,,cited w/ description and figure in Forbes 1841 in Ocnus as O. brunneus,647,,Orkney or Shetland (not specified),,,,syntypes,,,types lost according to Madsen & Hansen 1994a,,,,,,,,,,,,,
195,no,Dendrochirotida,Cucumariidae,,Holothuria,,Bodotriae,EA-N,,,Dalyell,1851,1851a,Ocnus,,lacteus,,,,no,no,unaccepted,not an available name,no,,,,,,,,pdf,yes,"Described as synonym of Holothuria Oecnus Forbes in Dalyell, 1851.  Dalyell notes “Never having seen the subject of this paragraph under any aspect but such as represented, I cannot identify it with the species of Holothuria? already described.* [footnote*:] Since this was originally written, which is a number of years ago, I observe the Holothuria OEcnus in the valuable work of Professor Edward Forbes on the Echinodermata.”  Forbes (1840) notes under his Ocnus lacteus that Dalyell also found this species and refers to Dalyell 1840a.  In that paper Dalyell does not name the species. ",misspelled badotryae in S&P,72-78,pl. 14,"Mar Bank, Scotland",,,,syntypes,,,,,,,,,,,,,,"Dalyell, 1851",,
802,no,Dendrochirotida,Cucumariidae,,Cucumaria,,Mosterensis,EA-N,,,Grieg,1889,1889a,Ocnus,,lacteus,,,,yes,no,unaccepted,,no,,,,,Madsen & Hansen 1994a,,,pdf,yes,,"in Norwegian, so can't make out details of type or spec locality (seems not to be mentioned; type loc based on paper title)",4-7,fig. 1-26 on two plates,Norway: vestlandske fjorde,,,,,,,,,,,,,,,,,,"Grieg, 9999",,
2433,yes,Dendrochirotida,Cucumariidae,,Ocnus,,paracorbulus,EA,,,"Thandar, Zettler & Arumugam",2010,2010a,Ocnus,,paracorbulus,,,,yes,yes,accepted,,yes,,,,post 2010,,,,pdf,yes,,,4-7,fig. 2-3,"Kunene, stn. BE17, Hole 1, Namibia 17. 316º S, 11.723º E",26,,m,holotype,SAM,SAM A28094,?juvenile; fixed in formalin,,,,,,,,,,,,,
1838,yes,Dendrochirotida,Cucumariidae,,Ludwigia,,petiti,EA-N,,,Cherbonnier,1957,1957b,Ocnus,,petiti,,,,yes,yes,accepted,,,,,,,,,,pdf,yes,"new name for Ocnus burnneus of authors, not Forbes 1840",,435-437,fig 1-2,"Cap l'Abeille, fonds coralligènes",30,35,meters,holotype,,,,,,,,,,,,,,"Cherbonnier, 1957",,
2434,yes,Dendrochirotida,Cucumariidae,,Ocnus,,placominutus,EA,,,"Thandar, Zettler & Arumugam",2010,2010a,Ocnus,,placominutus,,,,yes,yes,accepted,,yes,,,,post 2010,,,,pdf,yes,,,2-4,fig. 1,"AHAB-9, stn. 88, dredge, Angola, 7.235° S, 12.684° E",41,,m,holotype,SAM,SAM A28092,female; fixed in formalin,,,,,,,,,,,,,
125,yes,Dendrochirotida,Cucumariidae,,Cladodactyla,,planci,EA-N,EA (to Senegal) Madsen & Hansen 1994a,,Brandt,1835,1835a,Ocnus,,planci,,,,yes,yes,accepted,,yes,,,,"McKenzie,1984a",,,,pdf,yes,,"Introduced as planci, not as planci Br. as other new species",45,none,"no description, only ref given",,,,,,not designated,types presumed lost according to Madsen & Hansen 1994a,,,,,,,,,,,"Brandt, 1835",,
336,yes,Dendrochirotida,Cucumariidae,,Ocnus,,pygmaeus,IWP,,,Semper,1867,1868a,Ocnus,,pygmaeus,,"based on 10mm animal, not Aslia/Ocnus pygmaeus (Theel)",,yes,yes,accepted,,,,,,,,,,xerox,yes,,,55-56,"pl 13, fig 14; pl 14, fig 11","Bohol, Canal von Lapinig",8,,fathoms,,,,,,,,,,,,,,,"Semper, 1868",,
2395,yes,Dendrochirotida,Cucumariidae,,Ocnus,,rowei,SAfr,,,Thandar,2008,2008a,Ocnus,,rowei,,,,yes,yes,accepted,,,,,,post 2000,,,,pdf,yes,,,19-22,fig. 8,"UCT Ecol. Surv., False Bay, St. FAL 493, 34o 14' S, 18o 30' E",42,,m,holotype,SAM,SAM-A 27991,"+14 paratypes, same data",,,,,,,,,,,,,
2172,yes,Dendrochirotida,Cucumariidae,,Ocnus,,tantulus,IWP,,,Cherbonnier,1988,1988a,Ocnus,,tantulus,,,,yes,yes,accepted,,,,,,post 1980,,,,"pdf, scan",yes,,,170-172,fig 71 a-p,"Madagascar, Tulear",,,,holotype,MNHN,,,,,,,,,,,,,,,
610,yes,Dendrochirotida,Cucumariidae,,Ocnus,,vicarius,Antarctic?,,,Bell,1883,1883a,Ocnus,,vicarius,,,,yes,yes,accepted,,,,,,,,,,xerox,yes,,,59,"pl XV, fig 2, 2a, 2b",possibly Antarctic,,,,syntypes,,,,,,,,,,,,,,,,
1636,yes,Dendrochirotida,Cucumariidae,,Orbithyone,,megapodia,IWP,,,Clark,1938,1938a,Orbithyone,,megapodia,,,,yes,yes,accepted,,yes,,,,"Rowe & Gates, 1995a",,,,original,yes,,,474,,Broome,5,7,fathoms,holotype,,,,MCZ,holotype,1627,,,,,,,,"Clark, 1938",,
1907,yes,Dendrochirotida,Cucumariidae,,Panningia,,bispicula,EA,,,Cherbonnier,1964,1964b,Panningia,,bispicula,,,,yes,yes,accepted,,yes,,,,Massin 1993b,,,,xerox,yes,,,533,,S Atlantic:  41mi WNW Banana & 11 mi WSW Black Point & 10 mi W Black Point & 24 mi from Kupundji of 284,49,74,meters,syntypes,,,,IRSNB,syntypes,IG 16808,"Jangoux & Massin, 1986",,,,,,,"Cherbonnier, 1964",,
1902,yes,Dendrochirotida,Cucumariidae,,Panningia,,crosnieri,EA,,,Cherbonnier,1963,1963a,Panningia,,crosnieri,,,,yes,yes,accepted,,,,,,,,,,pdf,yes,,,189-192,"fig 2, a-n; fig 3, p-s","coast of Cameroon, 3°24'30""N 9°27'54""E",41,,meters,,,,,,,,,,,,,,,"Cherbonnier, 1963",,
1849,yes,Dendrochirotida,Cucumariidae,,Panningia,,curvata,EA,,,Cherbonnier,1958,1958a,Panningia,,curvata,,,,yes,yes,accepted,,,,,,,,,,xerox,yes,,"described as ""n. sp."" but jr homonym of Thyone curvata Lampert, 1885 now assigned to Panningia",107-108,"fig. 5 a-p, fig. 6 a-h","Sierra Leone, Sierra Leone River estuary",8,,meters,holotype,,,"2 specimen, holotype mentioned",,,,,,,,,,,,,
1919,yes,Dendrochirotida,Cucumariidae,,Panningia,,fastigata,EA,,,Cherbonnier,1965,1965a,Panningia,,fastigata,,,,yes,yes,accepted,,,,,,,,,,xerox,yes,,,656-657,"fig. 3c-u, 6a-k","Togo shores, dredging",40,,meters,holotype,,,,,,,,,,,,,,,,
161,yes,Dendrochirotida,Cucumariidae,,Holothuria,,Hyndmani,EA-N,,,Thompson,1840,1840a,Panningia,,hyndmani,,,,yes,yes,accepted,,yes,,,,,,Panning 1971a,,pdf image for now,yes,"placed in Paracucumaria by Panning 1949, but moved in Panning 1971; Madsen & Hansen 1994a note it does not fit well in either and put it in Cucumaria yet mention that it does not fit well there either","one n, one i",100,none,Belfast Bay,dredged,,,syntypes,,,types lost according to Madsen & Hansen 1994a,,,,,,,,,,,"Thompson, 1840",,
2396,yes,Dendrochirotida,Cucumariidae,,Panningia,,trispicula,SAfr,,,Thandar,2008,2008a,Panningia,,trispicula,,,,yes,yes,accepted,,,,,,post 2000,,,,pdf,yes,,,29-30,fig. 11,"S Africa, UCT Ecol. Surv., off Mossel Bay, St. SCD 186, 34o 10' S, 23 o 32' E,",97,,m,holotype,SAM,SAM-A28011,"+1 paratype, same data",,,,,,,,,,,,,
1540,yes,Dendrochirotida,Cucumariidae,,Pseudocolochirus,,mysticus,WA,,,Deichmann,1930,1930a,Paracolochirus,,mysticus,,,,yes,yes,accepted,,yes,,,,Pawson et al 2010a,,Pawson et al 2010a,,original,yes,,,182-183,"pl 21, fig 7-9",off Alligator Reef,,,,holotype,MCZ,189,,MCZ,holotype,39,,,,,,,,"Deichmann, 1930",,
2282,yes,Dendrochirotida,Cucumariidae,,Paracucumaria,,capense,SAfr,,,Thandar,1998,1998a,Paracucumaria,,capense,,,,yes,yes,accepted,,yes,,,,post 1990,,,,pdf,yes,,,83-84,"fig 3 a-e, fig 2 c-e, Trachythyone ?parva Thandar, 1991: 134, fig 11 & 15
(non Ludwig, 1875)","off SW Cape Province, 34°42'S 16°54'E, Africana II St. A316",3155,3255,m,holotype,South African Museum,SAM-A22146,,,,,,,,,,,,,,
2256,yes,Dendrochirotida,Cucumariidae,,Paracucumaria,,deridderae,EA,,,Massin,1993,1993b,Paracucumaria,,deridderae,,,,yes,yes,accepted,,yes,,,,Thandar 1998a,,,,pdf,yes,,,408-412,fig. 8-10,Mauritania,,,,holotype,RMNH,Ech. 5836/5,,,,,,,,,,,,,,
1527,yes,Dendrochirotida,Cucumariidae,,Cucumaria,,mauritanica,EA,,,Hérouard,1929,1929a,Paracucumaria,,mauritanica,,,,yes,yes,accepted,,yes,,,,Thandar 1998a,,Panning 1949a,,pdf,yes,,,38-40,"pl I, fig 1; textfig 1A-1R","Port-Etienne, Maroc",,,,,,,,,,,,,,,,,,"Hérouard, 1929",,
1383,yes,Dendrochirotida,Cucumariidae,,Thyone,,parva,WP-N,,,Ohshima,1915,1915a,Paracucumaria,,parva,,"Thandar sais not Paracucumaria, but reassigned to other genus, but does not say which",,yes,yes,accepted,,,,,,,,,,RP,yes,,,269-270,"pl 10, fig 23","Albatross Station 5046 or 5047, off Ojika Peninsula, Honshu",,,,holotype,,USNM 34172,"“type specimens of most of the new species described by Ohshima … 1915 are no longer in existence; a few survive, and are deposited in ,,, NMNH) – Liao et al 2007: 37” see O’Loughlin & Ahearn 2005",USNM,holotype,34172,,,,,,,,"Ohshima, 1915",,
